Unit Selling Price (RMB/kg),Category Name,Loss Rate (%),Weekday,IsWeekend,Item Name
12.0,Flower/Leaf Vegetables,18.51,Sunday,True,Spinach
6.0,Solanum,5.01,Sunday,True,Green Eggplant (1)
9.2,Capsicum,10.18,Sunday,True,Luosi Pepper
2.0,Aquatic Tuberous Vegetables,12.17,Sunday,True,Lotus (Ea)
10.0,Aquatic Tuberous Vegetables,9.61,Sunday,True,Water Chestnut (Lingjiao)
6.0,Capsicum,5.7,Sunday,True,Wuhu Green Pepper (1)
3.9,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Lettuce (Bag)
3.3782608695652177,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Leaf Lettuce (Bag)
3.9,Flower/Leaf Vegetables,9.43,Sunday,True,Caixin (Bag)
5.900000000000001,Edible Mushroom,9.43,Sunday,True,Haixian Mushroom (Bag)
18.0,Aquatic Tuberous Vegetables,29.25,Sunday,True,High Melon (1)
2.1666666666666665,Edible Mushroom,9.43,Sunday,True,Fresh Edible Fungus (Bag)
2.3,Capsicum,9.43,Monday,False,Ginger And Xiaomijiao Mix (Small Bag)
1.7857142857142858,Flower/Leaf Vegetables,9.43,Monday,False,Zhuyecai (Bag)
25.8,Capsicum,9.43,Monday,False,7 Colour Pepper (2)
4.7,Capsicum,9.43,Monday,False,Luosi Pepper (Bag)
2.9,Capsicum,9.43,Monday,False,Green Hang Pepper (Bag)
3.5,Capsicum,9.43,Monday,False,Green Line Pepper (Bag)
7.366666666666667,Capsicum,9.43,Monday,False,Fruit Pepper (Bag)
1.9,Flower/Leaf Vegetables,9.43,Monday,False,Hongshujian (Bag)
4.9,Capsicum,9.43,Monday,False,Red Hot Peppers (Bag)
3.0,Flower/Leaf Vegetables,9.43,Monday,False,Powcan Mountain Chinese Cabbage 
29.6,Aquatic Tuberous Vegetables,24.05,Monday,False,Honghu Lotus Root
10.800000000000002,Edible Mushroom,9.43,Monday,False,Needle Mushroom (2)
9.469565217391304,Edible Mushroom,9.43,Monday,False,Apricot Bao Mushroom (2)
10.0,Cabbage,9.43,Monday,False,Zhijiang Qinggengsanhua
7.7,Flower/Leaf Vegetables,9.43,Monday,False,Chinese Cabbage (Bag)
2.626086956521739,Flower/Leaf Vegetables,9.43,Monday,False,Xiaoqingcai (Bag)
3.592307692307692,Flower/Leaf Vegetables,9.43,Monday,False,Cabbage Stem (Bag)
4.9,Edible Mushroom,0.2,Monday,False,Agaricus Bisporus (Box)
3.9,Capsicum,9.43,Monday,False,Green And Red Hang Pepper Mix (Bag)
6.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
9.2,Flower/Leaf Vegetables,9.43,Monday,False,Huangxincai (2)
3.3666666666666667,Edible Mushroom,9.43,Monday,False,Jigu (Bag)
2.5727272727272723,Capsicum,9.43,Monday,False,Xiaozhoupi (Bag)
4.735714285714286,Capsicum,9.43,Monday,False,Millet Pepper (Bag)
3.2,Flower/Leaf Vegetables,18.52,Monday,False,Amaranth
6.0,Flower/Leaf Vegetables,7.61,Monday,False,Muercai
6.970967741935484,Solanum,6.07,Monday,False,Eggplant (2)
6.0,Solanum,5.01,Monday,False,Green Eggplant (1)
23.6,Edible Mushroom,13.82,Monday,False,Xixia Mushroom (1)
7.977099236641221,Cabbage,9.26,Monday,False,Broccoli
9.155102040816326,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
18.0,Aquatic Tuberous Vegetables,29.25,Monday,False,High Melon (1)
9.2,Capsicum,10.18,Monday,False,Luosi Pepper
2.0,Aquatic Tuberous Vegetables,12.17,Monday,False,Lotus (Ea)
3.34,Capsicum,9.43,Monday,False,Green Hot Peppers (Bag)
4.9,Edible Mushroom,9.14,Monday,False,Tremella (Flower)
4.9832167832167835,Capsicum,5.7,Monday,False,Wuhu Green Pepper (1)
10.0,Solanum,6.9,Monday,False,Changxianqie
3.861818181818182,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Lettuce (Bag)
3.3205882352941174,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Leaf Lettuce (Bag)
4.326666666666667,Flower/Leaf Vegetables,9.43,Monday,False,Spinach (Bag)
3.6333333333333337,Flower/Leaf Vegetables,9.43,Monday,False,Caixin (Bag)
2.6368421052631574,Flower/Leaf Vegetables,9.43,Monday,False,Shanghai Green (Bag)
5.9,Edible Mushroom,9.43,Monday,False,Haixian Mushroom (Bag)
2.5,Edible Mushroom,9.43,Monday,False,Fresh Edible Fungus (Bag)
10.0,Aquatic Tuberous Vegetables,9.61,Monday,False,Water Chestnut (Lingjiao)
1.681818181818182,Flower/Leaf Vegetables,9.43,Tuesday,False,Zhuyecai (Bag)
19.8,Capsicum,9.43,Tuesday,False,Red Bell Pepper (2)
20.6,Capsicum,9.43,Tuesday,False,7 Colour Pepper (2)
4.9,Capsicum,9.43,Tuesday,False,Red Hang Pepper (Bag)
4.9,Capsicum,9.43,Tuesday,False,Red Hot Peppers (Bag)
3.7545454545454544,Capsicum,9.43,Tuesday,False,Green Line Pepper (Bag)
7.9,Capsicum,9.43,Tuesday,False,Fruit Pepper (Bag)
3.9,Capsicum,9.43,Tuesday,False,Ginger And Xiaomijiao Mix (Small Bag)
4.94,Capsicum,9.43,Tuesday,False,Luosi Pepper (Bag)
1.85,Flower/Leaf Vegetables,9.43,Tuesday,False,Hongshujian (Bag)
2.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Xiaoqingcai (Bag)
8.689655172413792,Flower/Leaf Vegetables,9.43,Tuesday,False,Huangxincai (2)
8.989473684210527,Edible Mushroom,9.43,Tuesday,False,Needle Mushroom (2)
9.855072463768115,Cabbage,9.43,Tuesday,False,Zhijiang Qinggengsanhua
6.74,Flower/Leaf Vegetables,9.43,Tuesday,False,Chinese Cabbage (Bag)
3.5,Flower/Leaf Vegetables,9.43,Tuesday,False,Cabbage Stem (Bag)
3.9,Capsicum,9.43,Tuesday,False,Green And Red Hang Pepper Mix (Bag)
29.6,Aquatic Tuberous Vegetables,24.05,Tuesday,False,Honghu Lotus Root
6.0,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
2.5,Edible Mushroom,0.45,Tuesday,False,Needle Mushroom (Box)
2.9,Capsicum,9.43,Tuesday,False,Green Hang Pepper (Bag)
3.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Powcan Mountain Chinese Cabbage 
2.9,Edible Mushroom,1.3,Tuesday,False,Haixian Mushroom (Bag) (3)
2.7,Capsicum,9.43,Tuesday,False,Xiaozhoupi (Bag)
3.7545454545454544,Capsicum,9.43,Tuesday,False,Green Hot Peppers (Bag)
2.3,Edible Mushroom,9.43,Tuesday,False,Jigu (Bag)
3.2,Flower/Leaf Vegetables,18.52,Tuesday,False,Amaranth
6.0,Flower/Leaf Vegetables,7.61,Tuesday,False,Muercai
7.0,Solanum,6.07,Tuesday,False,Eggplant (2)
6.0,Solanum,5.01,Tuesday,False,Green Eggplant (1)
23.6,Edible Mushroom,13.82,Tuesday,False,Xixia Mushroom (1)
9.2,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
18.0,Aquatic Tuberous Vegetables,29.25,Tuesday,False,High Melon (1)
8.0,Capsicum,10.18,Tuesday,False,Luosi Pepper
10.0,Aquatic Tuberous Vegetables,9.61,Tuesday,False,Water Chestnut (Lingjiao)
2.9,Edible Mushroom,12.42,Tuesday,False,Jigu Mushroom (Bunch)
8.0,Cabbage,9.26,Tuesday,False,Broccoli
5.42,Edible Mushroom,6.57,Tuesday,False,The White Mushroom (Bag)
8.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Sweet Chinese Cabbage
2.0,Edible Mushroom,9.43,Tuesday,False,Fresh Edible Fungus (Bag)
5.1000000000000005,Edible Mushroom,9.43,Tuesday,False,Haixian Mushroom (Bag)
2.881818181818182,Flower/Leaf Vegetables,9.43,Tuesday,False,Shanghai Green (Bag)
3.7545454545454544,Flower/Leaf Vegetables,9.43,Tuesday,False,Caixin (Bag)
4.633333333333334,Capsicum,9.43,Tuesday,False,Millet Pepper (Bag)
3.4555555555555553,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Leaf Lettuce (Bag)
3.4925925925925925,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Lettuce (Bag)
5.0,Capsicum,5.7,Tuesday,False,Wuhu Green Pepper (1)
4.718181818181819,Flower/Leaf Vegetables,9.43,Tuesday,False,Spinach (Bag)
1.8428571428571427,Flower/Leaf Vegetables,9.43,Wednesday,False,Hongshujian (Bag)
3.2142857142857144,Edible Mushroom,9.43,Wednesday,False,Jigu (Bag)
2.78,Capsicum,9.43,Wednesday,False,Xiaozhoupi (Bag)
4.9,Capsicum,9.43,Wednesday,False,Red Hang Pepper (Bag)
2.94,Capsicum,9.43,Wednesday,False,Green Line Pepper (Bag)
5.042857142857144,Capsicum,9.43,Wednesday,False,Luosi Pepper (Bag)
25.8,Capsicum,9.43,Wednesday,False,7 Colour Pepper (2)
19.8,Capsicum,9.43,Wednesday,False,Red Bell Pepper (2)
1.8483870967741935,Flower/Leaf Vegetables,9.43,Wednesday,False,Zhuyecai (Bag)
3.5,Capsicum,9.43,Wednesday,False,Ginger And Xiaomijiao Mix (Small Bag)
3.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Powcan Mountain Chinese Cabbage 
3.9,Capsicum,9.43,Wednesday,False,Green Hot Peppers (Bag)
9.94,Edible Mushroom,9.43,Wednesday,False,Needle Mushroom (2)
10.0,Edible Mushroom,9.43,Wednesday,False,Apricot Bao Mushroom (2)
9.285714285714286,Cabbage,9.43,Wednesday,False,Zhijiang Qinggengsanhua
7.4,Flower/Leaf Vegetables,9.43,Wednesday,False,Chinese Cabbage (Bag)
2.6658536585365855,Flower/Leaf Vegetables,9.43,Wednesday,False,Xiaoqingcai (Bag)
3.7,Flower/Leaf Vegetables,9.43,Wednesday,False,Cabbage Stem (Bag)
3.852380952380953,Edible Mushroom,0.2,Wednesday,False,Agaricus Bisporus (Box)
3.5818181818181816,Capsicum,9.43,Wednesday,False,Green And Red Hang Pepper Mix (Bag)
6.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
2.18,Edible Mushroom,0.45,Wednesday,False,Needle Mushroom (Box)
9.2,Flower/Leaf Vegetables,9.43,Wednesday,False,Huangxincai (2)
4.6931034482758625,Capsicum,9.43,Wednesday,False,Millet Pepper (Bag)
2.6,Capsicum,9.43,Wednesday,False,Green Hang Pepper (Bag)
5.900000000000001,Edible Mushroom,9.43,Wednesday,False,Haixian Mushroom (Bag)
3.2,Flower/Leaf Vegetables,18.52,Wednesday,False,Amaranth
8.0,Flower/Leaf Vegetables,14.43,Wednesday,False,Shanghaiqing
6.0,Flower/Leaf Vegetables,7.61,Wednesday,False,Muercai
7.0,Solanum,6.07,Wednesday,False,Eggplant (2)
6.0,Solanum,5.01,Wednesday,False,Green Eggplant (1)
23.6,Edible Mushroom,13.82,Wednesday,False,Xixia Mushroom (1)
8.0,Aquatic Tuberous Vegetables,5.54,Wednesday,False,Net Lotus Root (1)
12.0,Flower/Leaf Vegetables,18.51,Wednesday,False,Spinach
18.0,Aquatic Tuberous Vegetables,29.25,Wednesday,False,High Melon (1)
8.0,Capsicum,10.18,Wednesday,False,Luosi Pepper
2.0,Aquatic Tuberous Vegetables,12.17,Wednesday,False,Lotus (Ea)
7.0,Cabbage,9.26,Wednesday,False,Broccoli
8.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Sweet Chinese Cabbage
10.0,Aquatic Tuberous Vegetables,9.61,Wednesday,False,Water Chestnut (Lingjiao)
3.1999999999999997,Flower/Leaf Vegetables,9.43,Wednesday,False,Caixin (Bag)
2.0,Edible Mushroom,9.43,Wednesday,False,Fresh Edible Fungus (Bag)
4.3,Flower/Leaf Vegetables,9.43,Wednesday,False,Spinach (Bag)
3.2818181818181817,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Leaf Lettuce (Bag)
2.962068965517241,Flower/Leaf Vegetables,9.43,Wednesday,False,Shanghai Green (Bag)
10.0,Solanum,6.9,Wednesday,False,Changxianqie
5.0,Capsicum,5.7,Wednesday,False,Wuhu Green Pepper (1)
5.9,Edible Mushroom,6.57,Wednesday,False,The White Mushroom (Bag)
3.9,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Lettuce (Bag)
3.0,Flower/Leaf Vegetables,9.43,Thursday,False,Powcan Mountain Chinese Cabbage 
2.5,Capsicum,9.43,Thursday,False,Green Hang Pepper (Bag)
3.7222222222222223,Capsicum,9.43,Thursday,False,Red Hang Pepper (Bag)
3.9,Capsicum,9.43,Thursday,False,Green Line Pepper (Bag)
3.5,Capsicum,9.43,Thursday,False,Luosi Pepper (Bag)
25.8,Capsicum,9.43,Thursday,False,7 Colour Pepper (2)
19.8,Capsicum,9.43,Thursday,False,Red Bell Pepper (2)
1.58,Flower/Leaf Vegetables,9.43,Thursday,False,Zhuyecai (Bag)
3.6714285714285713,Capsicum,9.43,Thursday,False,Ginger And Xiaomijiao Mix (Small Bag)
1.789655172413793,Flower/Leaf Vegetables,9.43,Thursday,False,Hongshujian (Bag)
9.2,Flower/Leaf Vegetables,9.43,Thursday,False,Huangxincai (2)
6.0,Flower/Leaf Vegetables,15.61,Thursday,False,Huangbaicai (2)
11.0,Edible Mushroom,9.43,Thursday,False,Apricot Bao Mushroom (2)
6.0,Solanum,9.43,Thursday,False,Green Eggplant (2)
9.238095238095235,Cabbage,9.43,Thursday,False,Zhijiang Qinggengsanhua
2.9,Flower/Leaf Vegetables,9.43,Thursday,False,Amaranth (Bag)
7.1000000000000005,Flower/Leaf Vegetables,9.43,Thursday,False,Chinese Cabbage (Bag)
2.5842105263157897,Flower/Leaf Vegetables,9.43,Thursday,False,Xiaoqingcai (Bag)
3.760869565217391,Flower/Leaf Vegetables,9.43,Thursday,False,Cabbage Stem (Bag)
4.483333333333333,Edible Mushroom,0.2,Thursday,False,Agaricus Bisporus (Box)
3.9,Capsicum,9.43,Thursday,False,Green And Red Hang Pepper Mix (Bag)
29.6,Aquatic Tuberous Vegetables,24.05,Thursday,False,Honghu Lotus Root
1.62,Capsicum,9.43,Thursday,False,Xiaozhoupi (Bag)
10.2625,Edible Mushroom,9.43,Thursday,False,Needle Mushroom (2)
3.9,Edible Mushroom,9.43,Thursday,False,Jigu (Bag)
2.5,Edible Mushroom,0.45,Thursday,False,Needle Mushroom (Box)
4.7,Capsicum,9.43,Thursday,False,Millet Pepper (Bag)
3.2000000000000006,Flower/Leaf Vegetables,18.52,Thursday,False,Amaranth
14.0,Flower/Leaf Vegetables,7.59,Thursday,False,Chinese Cabbage
8.0,Flower/Leaf Vegetables,14.43,Thursday,False,Shanghaiqing
6.0,Flower/Leaf Vegetables,7.61,Thursday,False,Muercai
7.0,Solanum,6.07,Thursday,False,Eggplant (2)
6.0,Solanum,5.01,Thursday,False,Green Eggplant (1)
23.6,Edible Mushroom,13.82,Thursday,False,Xixia Mushroom (1)
7.0,Cabbage,9.26,Thursday,False,Broccoli
8.0,Aquatic Tuberous Vegetables,5.54,Thursday,False,Net Lotus Root (1)
18.0,Aquatic Tuberous Vegetables,29.25,Thursday,False,High Melon (1)
8.0,Capsicum,10.18,Thursday,False,Luosi Pepper
2.0,Aquatic Tuberous Vegetables,12.17,Thursday,False,Lotus (Ea)
3.9,Capsicum,9.43,Thursday,False,Green Hot Peppers (Bag)
10.0,Flower/Leaf Vegetables,15.68,Thursday,False,Naibaicai
5.900000000000001,Edible Mushroom,6.57,Thursday,False,The White Mushroom (Bag)
5.0,Capsicum,5.7,Thursday,False,Wuhu Green Pepper (1)
10.0,Solanum,6.9,Thursday,False,Changxianqie
3.864705882352941,Flower/Leaf Vegetables,9.43,Thursday,False,Yunnan Lettuce (Bag)
3.20566037735849,Flower/Leaf Vegetables,9.43,Thursday,False,Yunnan Leaf Lettuce (Bag)
3.9,Flower/Leaf Vegetables,9.43,Thursday,False,Spinach (Bag)
3.1888888888888887,Flower/Leaf Vegetables,9.43,Thursday,False,Caixin (Bag)
3.157142857142857,Flower/Leaf Vegetables,9.43,Thursday,False,Shanghai Green (Bag)
5.5,Edible Mushroom,9.43,Thursday,False,Haixian Mushroom (Bag)
1.8333333333333333,Edible Mushroom,9.43,Thursday,False,Fresh Edible Fungus (Bag)
10.0,Aquatic Tuberous Vegetables,9.61,Thursday,False,Water Chestnut (Lingjiao)
19.8,Capsicum,9.43,Friday,False,Red Bell Pepper (2)
5.1000000000000005,Capsicum,9.43,Friday,False,Luosi Pepper (Bag)
4.9,Capsicum,9.43,Friday,False,Red Hot Peppers (Bag)
3.5631578947368423,Capsicum,9.43,Friday,False,Green Line Pepper (Bag)
2.9857142857142853,Capsicum,9.43,Friday,False,Green Hot Peppers (Bag)
2.9,Capsicum,9.43,Friday,False,Green Hang Pepper (Bag)
1.5799999999999998,Capsicum,9.43,Friday,False,Xiaozhoupi (Bag)
3.0999999999999996,Edible Mushroom,9.43,Friday,False,Jigu (Bag)
1.6925925925925924,Flower/Leaf Vegetables,9.43,Friday,False,Zhuyecai (Bag)
3.1,Capsicum,9.43,Friday,False,Red Hang Pepper (Bag)
3.3,Capsicum,9.43,Friday,False,Ginger And Xiaomijiao Mix (Small Bag)
7.487500000000001,Cabbage,9.43,Friday,False,Zhijiang Qinggengsanhua
3.0,Flower/Leaf Vegetables,9.43,Friday,False,Powcan Mountain Chinese Cabbage 
8.915384615384614,Flower/Leaf Vegetables,9.43,Friday,False,Huangxincai (2)
9.653333333333334,Edible Mushroom,9.43,Friday,False,Needle Mushroom (2)
8.6,Edible Mushroom,9.43,Friday,False,Apricot Bao Mushroom (2)
7.792307692307692,Flower/Leaf Vegetables,9.43,Friday,False,Chinese Cabbage (Bag)
2.476470588235294,Flower/Leaf Vegetables,9.43,Friday,False,Xiaoqingcai (Bag)
3.485185185185185,Flower/Leaf Vegetables,9.43,Friday,False,Cabbage Stem (Bag)
3.9,Capsicum,9.43,Friday,False,Green And Red Hang Pepper Mix (Bag)
29.6,Aquatic Tuberous Vegetables,24.05,Friday,False,Honghu Lotus Root
6.0,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
4.542857142857143,Capsicum,9.43,Friday,False,Millet Pepper (Bag)
1.85,Flower/Leaf Vegetables,9.43,Friday,False,Hongshujian (Bag)
2.5,Edible Mushroom,0.45,Friday,False,Needle Mushroom (Box)
1.7857142857142858,Edible Mushroom,9.43,Friday,False,Fresh Edible Fungus (Bag)
2.2294117647058824,Flower/Leaf Vegetables,9.43,Friday,False,Shanghai Green (Bag)
5.042857142857144,Edible Mushroom,9.43,Friday,False,Haixian Mushroom (Bag)
3.2,Flower/Leaf Vegetables,18.52,Friday,False,Amaranth
6.6,Flower/Leaf Vegetables,15.25,Friday,False,Yunnan Shengcai
14.0,Flower/Leaf Vegetables,7.59,Friday,False,Chinese Cabbage
6.0,Flower/Leaf Vegetables,7.61,Friday,False,Muercai
6.6,Flower/Leaf Vegetables,12.81,Friday,False,Yunnan Lettuces
6.0,Solanum,5.01,Friday,False,Green Eggplant (1)
23.600000000000005,Edible Mushroom,13.82,Friday,False,Xixia Mushroom (1)
7.0,Cabbage,9.26,Friday,False,Broccoli
8.0,Aquatic Tuberous Vegetables,5.54,Friday,False,Net Lotus Root (1)
18.0,Aquatic Tuberous Vegetables,29.25,Friday,False,High Melon (1)
7.0,Solanum,6.07,Friday,False,Eggplant (2)
10.0,Aquatic Tuberous Vegetables,9.61,Friday,False,Water Chestnut (Lingjiao)
8.0,Capsicum,10.18,Friday,False,Luosi Pepper
4.328571428571428,Flower/Leaf Vegetables,9.43,Friday,False,Spinach (Bag)
3.7439024390243905,Flower/Leaf Vegetables,9.43,Friday,False,Yunnan Leaf Lettuce (Bag)
3.8737704918032785,Flower/Leaf Vegetables,9.43,Friday,False,Yunnan Lettuce (Bag)
10.0,Solanum,6.9,Friday,False,Changxianqie
2.8333333333333335,Flower/Leaf Vegetables,9.43,Friday,False,Caixin (Bag)
3.5,Edible Mushroom,6.57,Friday,False,The White Mushroom (Bag)
8.0,Flower/Leaf Vegetables,9.43,Friday,False,Sweet Chinese Cabbage
3.9,Edible Mushroom,12.42,Friday,False,Jigu Mushroom (Bunch)
4.0,Capsicum,5.7,Friday,False,Wuhu Green Pepper (1)
7.719999999999999,Flower/Leaf Vegetables,9.43,Saturday,True,Huangxincai (2)
3.9,Capsicum,9.43,Saturday,True,Green Line Pepper (Bag)
3.4,Capsicum,9.43,Saturday,True,Red Hot Peppers (Bag)
4.792307692307693,Capsicum,9.43,Saturday,True,Luosi Pepper (Bag)
15.4,Capsicum,9.43,Saturday,True,7 Colour Pepper (2)
19.8,Capsicum,9.43,Saturday,True,Red Bell Pepper (2)
17.133333333333333,Aquatic Tuberous Vegetables,9.43,Saturday,True,High Melon (2)
1.9,Flower/Leaf Vegetables,9.43,Saturday,True,Zhuyecai (Bag)
3.5799999999999996,Capsicum,9.43,Saturday,True,Ginger And Xiaomijiao Mix (Small Bag)
1.9,Flower/Leaf Vegetables,9.43,Saturday,True,Hongshujian (Bag)
2.9,Flower/Leaf Vegetables,9.43,Saturday,True,Powcan Mountain Chinese Cabbage 
9.51,Edible Mushroom,9.43,Saturday,True,Needle Mushroom (2)
2.5,Edible Mushroom,0.45,Saturday,True,Needle Mushroom (Box)
3.6,Solanum,9.43,Saturday,True,Green Eggplant (2)
11.0,Solanum,9.43,Saturday,True,Eggplant (1)
7.188888888888889,Cabbage,9.43,Saturday,True,Zhijiang Qinggengsanhua
2.715384615384615,Flower/Leaf Vegetables,9.43,Saturday,True,Amaranth (Bag)
8.3,Flower/Leaf Vegetables,9.43,Saturday,True,Chinese Cabbage (Bag)
5.225,Flower/Leaf Vegetables,9.43,Saturday,True,Cabbage Stem (Bag)
4.816666666666667,Edible Mushroom,0.2,Saturday,True,Agaricus Bisporus (Box)
3.9,Capsicum,9.43,Saturday,True,Green And Red Hang Pepper Mix (Bag)
29.6,Aquatic Tuberous Vegetables,24.05,Saturday,True,Honghu Lotus Root
6.0,Flower/Leaf Vegetables,15.61,Saturday,True,Huangbaicai (2)
3.7,Capsicum,9.43,Saturday,True,Red Hang Pepper (Bag)
9.24,Edible Mushroom,9.43,Saturday,True,Apricot Bao Mushroom (2)
2.2454545454545456,Capsicum,9.43,Saturday,True,Green Hang Pepper (Bag)
2.5,Flower/Leaf Vegetables,9.43,Saturday,True,Xiaoqingcai (Bag)
3.9,Edible Mushroom,9.43,Saturday,True,Jigu (Bag)
3.2,Flower/Leaf Vegetables,18.52,Saturday,True,Amaranth
14.0,Flower/Leaf Vegetables,7.59,Saturday,True,Chinese Cabbage
6.0,Flower/Leaf Vegetables,7.61,Saturday,True,Muercai
7.0,Solanum,6.07,Saturday,True,Eggplant (2)
6.0,Solanum,5.01,Saturday,True,Green Eggplant (1)
1.82,Capsicum,9.43,Saturday,True,Xiaozhoupi (Bag)
23.6,Edible Mushroom,13.82,Saturday,True,Xixia Mushroom (1)
7.0,Cabbage,9.26,Saturday,True,Broccoli
8.0,Aquatic Tuberous Vegetables,5.54,Saturday,True,Net Lotus Root (1)
8.0,Capsicum,10.18,Saturday,True,Luosi Pepper
2.0,Aquatic Tuberous Vegetables,12.17,Saturday,True,Lotus (Ea)
10.0,Aquatic Tuberous Vegetables,9.61,Saturday,True,Water Chestnut (Lingjiao)
6.6,Flower/Leaf Vegetables,15.25,Saturday,True,Yunnan Shengcai
8.0,Flower/Leaf Vegetables,9.43,Saturday,True,Sweet Chinese Cabbage
3.9,Capsicum,9.43,Saturday,True,Green Hot Peppers (Bag)
4.429411764705883,Capsicum,9.43,Saturday,True,Millet Pepper (Bag)
5.42,Edible Mushroom,9.43,Saturday,True,Haixian Mushroom (Bag)
10.0,Flower/Leaf Vegetables,15.68,Saturday,True,Naibaicai
3.647368421052632,Flower/Leaf Vegetables,9.43,Saturday,True,Caixin (Bag)
2.351428571428571,Flower/Leaf Vegetables,9.43,Saturday,True,Shanghai Green (Bag)
3.628,Flower/Leaf Vegetables,9.43,Saturday,True,Yunnan Leaf Lettuce (Bag)
3.8741935483870966,Flower/Leaf Vegetables,9.43,Saturday,True,Yunnan Lettuce (Bag)
10.0,Solanum,6.9,Saturday,True,Changxianqie
4.0,Capsicum,5.7,Saturday,True,Wuhu Green Pepper (1)
5.9,Edible Mushroom,6.57,Saturday,True,The White Mushroom (Bag)
4.766666666666667,Flower/Leaf Vegetables,9.43,Saturday,True,Spinach (Bag)
3.0,Flower/Leaf Vegetables,9.43,Sunday,True,Powcan Mountain Chinese Cabbage 
1.9,Flower/Leaf Vegetables,9.43,Sunday,True,Hongshujian (Bag)
3.5799999999999996,Capsicum,9.43,Sunday,True,Ginger And Xiaomijiao Mix (Small Bag)
17.614285714285714,Aquatic Tuberous Vegetables,9.43,Sunday,True,High Melon (2)
3.9,Capsicum,9.43,Sunday,True,Green Line Pepper (Bag)
25.8,Capsicum,9.43,Sunday,True,7 Colour Pepper (2)
5.3,Capsicum,9.43,Sunday,True,Luosi Pepper (Bag)
4.536363636363637,Capsicum,9.43,Sunday,True,Red Hot Peppers (Bag)
